city,place_id,name,rating,reviews,lat,lon,keyword
Lisboa,ChIJAXsLE00zGQ0RBAOaaBJcT4k,DentalCare Lisboa,4.9,293.0,38.7223,-9.1393,dentist
Lisboa,ChIJm_YvNXMzGQ0RGhiGnXtJYpQ,The Lisbon Smile Clinic,4.7,480.0,38.7223,-9.1393,dentist
Lisboa,ChIJPy04-ZkzGQ0RvdLuGmOMygg,CDL - Dental Clinic Lisbon,4.8,832.0,38.7223,-9.1393,dentist
Lisboa,ChIJraxquVMzGQ0RI_xRbU3SZ20,Claridente,4.6,71.0,38.7223,-9.1393,dentist
Lisboa,ChIJ28szV6E0GQ0RVWq0Cti5BBU,MEDIDENTAL - Dental Clinics & Wellness,4.6,120.0,38.7223,-9.1393,dentist
Lisboa,ChIJOZkgCXozGQ0RKbREfof0PFo,Clínica Dentária do Marquês,4.9,779.0,38.7223,-9.1393,dentist
Lisboa,ChIJy9i5RHczGQ0R8YAOiPIR8nA,GSD Dental Clinics,4.6,134.0,38.7223,-9.1393,dentist
Lisboa,ChIJa-ULmRYzGQ0RIDCRFS3MCMU,Clinica Dentária Dra Ana Mexia,4.9,206.0,38.7223,-9.1393,dentist
Lisboa,ChIJ8bF94pIzGQ0RONC4-tbhTyU,Atlantic Dental Center,4.9,249.0,38.7223,-9.1393,dentist
Lisboa,ChIJTb8MaAQzGQ0RrR2fLdIyMrI,Clinical Dent Institute,4.4,215.0,38.7223,-9.1393,dentist
Lisboa,ChIJkxdn7p8zGQ0R3igOsTx8inM,Dental Face,4.4,95.0,38.7223,-9.1393,dentist
Lisboa,ChIJpRygE3gzGQ0RyLwXOhOt704,IAD Lisbon - International Advanced Dentistry,4.9,112.0,38.7223,-9.1393,dentist
Lisboa,ChIJ7YL4dUYzGQ0Rzaeg9oV84uA,Clínica Dentária Dr. António Bexiga - Av. 5 Outubro,4.5,22.0,38.7223,-9.1393,dentist
Lisboa,ChIJj_W7N5wzGQ0Rj7v5jT1ai-Q,Santa Madalena Dental Clinic,4.2,383.0,38.7223,-9.1393,dentist
Lisboa,ChIJTQ7tDgszGQ0RFaw7owisAVA,Clinica Mint - Clinica Dentária Lisboa,4.9,777.0,38.7223,-9.1393,dentist
Lisboa,ChIJ_1HJY1UyGQ0RbOHJXkY57DA,Dental Clinics Smile.Up Alvalade (Lisbon),4.5,84.0,38.7223,-9.1393,dentist
Lisboa,ChIJVaOzY3UzGQ0RArhrpfpnugs,"Clínica Médica Dentária S. João - Lisboa, Saldanha",4.7,153.0,38.7223,-9.1393,dentist
Lisboa,ChIJWTc1Wp00GQ0R-k3ayEtumQk,Clínica São Dente,4.7,116.0,38.7223,-9.1393,dentist
Lisboa,ChIJDfdu2K4zGQ0RvSIg5RMHqKI,DIRECLIN Roma - Clínica Dentária,5.0,198.0,38.7223,-9.1393,dentist
Lisboa,ChIJeWP4QqkzGQ0R7vJs84_xiKs,BLAG Dental Studio | Dentista Lisboa,4.8,24.0,38.7223,-9.1393,dentist
Lisboa,ChIJtYnKtZ4zGQ0R76rRce4GPUw,Clínica Santa Madalena Alvalade,4.2,116.0,38.772299999999994,-9.1393,dentist
Lisboa,ChIJe0me1HQzGQ0Rq5szCzPO7pY,Bauen Dental | Clínica Dentária Lisboa,3.9,29.0,38.772299999999994,-9.1393,dentist
Lisboa,ChIJHfAO9G8zGQ0Rw0aRwtnnVPc,SmileMed Lisboa,4.4,56.0,38.772299999999994,-9.1393,dentist
Lisboa,ChIJi-lCOr0zGQ0RNY-OmMpXoNE,Clínica Dentária Dr. Vinicius Porto,4.4,66.0,38.772299999999994,-9.1393,dentist
Lisboa,ChIJIeEHSq8zGQ0Ryca2eZ8FprM,Clínica Dentária Vita Centro Lisboa,4.8,257.0,38.772299999999994,-9.1393,dentist
Lisboa,ChIJB_XDytQyGQ0Rxz_fnXlSQy0,Centro Dentário Colombo,4.3,365.0,38.772299999999994,-9.1393,dentist
Lisboa,ChIJ104dwtQyGQ0RqmQmq56FfHw,Clínica HeyDoc Colombo,3.8,193.0,38.772299999999994,-9.1393,dentist
Lisboa,ChIJef80rYgxGQ0RcI5A0xM-khw,Santa Madalena Dental Clinic,4.1,254.0,38.772299999999994,-9.1393,dentist
Lisboa,ChIJddxNLgUzGQ0RpimO0wE_NY0,Sun Lisboa - Clínica Dentária,4.8,90.0,38.6723,-9.1393,dentist
Lisboa,ChIJZV1yW2EzGQ0RiYM9jyGIRp4,"Vila Saúde - Serviços Médicos, Lda.",4.4,92.0,38.6723,-9.1393,dentist
Lisboa,ChIJCeSz4X00GQ0RQWO6FEvO4TU,Clínica Dentária São Paulo - Cais Sodré,4.5,76.0,38.6723,-9.1393,dentist
Lisboa,ChIJgcHOpxU1GQ0RT2BiVQ2ora0,Somardental,4.1,237.0,38.6723,-9.1393,dentist
Lisboa,ChIJZ0HXB4M0GQ0R0QL5APuefgk,Clinica Dentária da Madragoa,4.7,30.0,38.6723,-9.1393,dentist
Lisboa,ChIJy0mTfUI1GQ0RsuSW70YH_tM,Clínica dentária Smile.up | Almada,4.4,81.0,38.6723,-9.1393,dentist
Lisboa,ChIJfxMe8SYzGQ0R7Bkp9vicHxs,Liberdade Clínica Dentária,4.9,64.0,38.6723,-9.1393,dentist
Lisboa,ChIJG2Y5FeI0GQ0RfGUbATVSR4s,Clínica Dentária de Almada,3.8,18.0,38.6723,-9.1393,dentist
Lisboa,ChIJy85hP5g1GQ0R2CWCTRSDZDo,Clínica Médis Medicina Dentária Almada,4.7,231.0,38.6723,-9.1393,dentist
Lisboa,ChIJz2_DWxA1GQ0R04GDSKKd8_E,Dentarmed,4.5,124.0,38.6723,-9.1393,dentist
Lisboa,ChIJHyaub4A0GQ0RPIichtHFZHA,Clínica Pavão,5.0,9.0,38.6723,-9.1393,dentist
Lisboa,ChIJWfJBUA41GQ0RLF3icGYV1mk,Vigordent Almada,5.0,131.0,38.6723,-9.1393,dentist
Lisboa,ChIJzTrCAq80GQ0R41Dp4XHFnhk,Smile.up Clínicas Dentárias Alcântara,3.7,56.0,38.6723,-9.1393,dentist
Lisboa,ChIJyzt7ojYzGQ0RyPcZ6Nn6LCU,Maria Kerber Integralis Clinic,5.0,12.0,38.6723,-9.1393,dentist
Lisboa,ChIJV8s3sWA1GQ0Ryip-vTdWt7Y,DentSmile Clínica Dentária - Almada,4.5,137.0,38.6723,-9.1393,dentist
Lisboa,ChIJISoz4Hg0GQ0RArA0Wo5Ej28,Clínica Sorriso das Estrelas,4.4,23.0,38.6723,-9.1393,dentist
Lisboa,ChIJU4U0qvs0GQ0RbVy7Fo0EeLQ,Dental Clinic Egas Moniz,4.2,53.0,38.6723,-9.1393,dentist
Lisboa,ChIJASFIkw01GQ0ROfEQqqu2vF8,Clínica Dentária Sorriso Marcante - Almada,4.8,152.0,38.6723,-9.1393,dentist
Lisboa,ChIJOS_Ca4kzGQ0R9RANMPfqZLc,Central Clinic,4.8,65.0,38.7223,-9.0893,dentist
Lisboa,ChIJaaVsXRIzGQ0RNBbC_lI0Jrc,DualClinic Saldanha,4.6,199.0,38.7223,-9.0893,dentist
Lisboa,ChIJxfkAFKAzGQ0Rh610qFfsAHs,ONE Clinic Saldanha,4.4,136.0,38.7223,-9.0893,dentist
Lisboa,ChIJH-DsNFUyGQ0RHggNpoDDi4M,Oral Project Lisboa,4.5,158.0,38.7223,-9.0893,dentist
Lisboa,ChIJz2NiNcMzGQ0RKcMgkkL4oO4,Impress Lisboa Arroios,4.9,2004.0,38.7223,-9.0893,dentist
Lisboa,ChIJv2eP6IozGQ0R6p88iNJzCfg,Impress Lisboa Marquês de Pombal,4.9,2721.0,38.7223,-9.0893,dentist
Lisboa,ChIJ56z1VpMzGQ0RLJUqYnSoePk,"Trinity Clinic - Arroios, Lisboa",4.6,114.0,38.7223,-9.0893,dentist
Lisboa,ChIJiQop0YcxGQ0RYlxf93kZYv4,Imed Vasco da Gama,4.6,305.0,38.7223,-9.0893,dentist
Lisboa,ChIJfVd-PXEzGQ0RJ8owFTK2aHg,Doutor Verde,4.9,352.0,38.7223,-9.0893,dentist
Lisboa,ChIJ_ZNk2qEzGQ0Rk3WKCFE9b3U,Dentista Saldanha - Saldanha M2 Clinic - Clinica Dentária do Saldanha,4.5,44.0,38.7223,-9.0893,dentist
Lisboa,ChIJtan-6oXMHg0R-zBZihYFsew,White Clinic | Award-winning Biological Dentistry & Medical Clinic,4.8,336.0,38.7223,-9.189300000000001,dentist
Lisboa,ChIJGw7B9wkzGQ0R3i0_DGbLHN8,Oral XXI - Medical Dental Clinic,4.8,229.0,38.772299999999994,-9.0893,dentist
Lisboa,ChIJl4Ns2n4zGQ0RBpRqmLtFJ1Q,Dental Light Lisboa,4.8,179.0,38.772299999999994,-9.0893,dentist
Lisboa,ChIJL6TuZFQyGQ0RQVTJuWf1HeQ,"DIRECLIN, CLÍNICA DE MEDICINA ORAL",5.0,273.0,38.772299999999994,-9.0893,dentist
Lisboa,ChIJOQTjEj_NHg0R91mo0M_wE6Q,GM Dental Clinic Restelo,5.0,28.0,38.6723,-9.189300000000001,dentist
Lisboa,ChIJF1xQBXzLHg0RvbqsJx3u_hY,dentalmed. Algés,3.9,237.0,38.6723,-9.189300000000001,dentist
Lisboa,ChIJox7utKTLHg0R_TApQQpgzr4,Clínica dos Jerónimos - Dentista Lisboa,4.9,161.0,38.6723,-9.189300000000001,dentist
Lisboa,ChIJ2xpNH-E1GQ0R-gjweQDAYhY,Dra Natalia Machado - Botox em Lisboa,4.9,105.0,38.6723,-9.189300000000001,dentist
Lisboa,ChIJAQAAIH_LHg0RzCphFkMcqMg,CSC Lawyers,4.6,117.0,38.7223,-9.1393,lawyer
Lisboa,ChIJq3Py_JUzGQ0R5OaPOxtVVU8,Joana Nunes Lawyer,4.5,38.0,38.7223,-9.1393,lawyer
Lisboa,ChIJkYqWcpMzGQ0R-UP2gWXgch0,Emmely Fernandes Advocacia,4.9,1236.0,38.7223,-9.1393,lawyer
Lisboa,ChIJT7RIqCEzGQ0R0Jc0hQUQYNc,Dra. Ana Carolina Coelho - DAC International Lawyers - Immigration Lawyers - Advogada de Imigração em Portugal,4.9,84.0,38.7223,-9.1393,lawyer
Lisboa,ChIJewlK7HAzGQ0RXULyEpzWxiQ,Global Lawyers,4.4,33.0,38.7223,-9.1393,lawyer
Lisboa,ChIJq5wkE2oxGQ0RNin_Y49vbME,Almeida & Associados - Law Firm,4.8,267.0,38.7223,-9.1393,lawyer
Lisboa,ChIJbxmKgm8zGQ0RzVQlg0vCF4k,JOAQUIM MELO - ADVOGADO / LAWYER,5.0,166.0,38.7223,-9.1393,lawyer
Lisboa,ChIJUfJvWhEzGQ0RjSVWL6EDii8,Valente & Lima Advogados - Lisboa,5.0,29.0,38.7223,-9.1393,lawyer
Lisboa,ChIJC84YmJozGQ0RtPJrrqfYc4U,Capital Juridico- Nuno pinto silva,4.1,238.0,38.7223,-9.1393,lawyer
Lisboa,ChIJ-6rhzGgzGQ0RdNtdfx41-e0,NMA LAWYERS - NUNES MELO ADVOGADOS | PORTUGAL (Lisbon),5.0,20.0,38.7223,-9.1393,lawyer
Lisboa,ChIJr0n0wadDGQ0RFAUGWLHaFDY,Larry Durei - Real Estate Lawyer,4.7,60.0,38.7223,-9.1393,lawyer
Lisboa,ChIJ6cu65xczGQ0RPr8--niJZVc,Marco Spínola Barreto Lawyer (MSB),4.2,96.0,38.7223,-9.1393,lawyer
Lisboa,ChIJy4H3RsUzGQ0RI4ODbqpqtzc,Reis & Pellicano International Lawyers,4.9,55.0,38.7223,-9.1393,lawyer
Lisboa,ChIJNcvelTI1GQ0Rzp3zivadpc0,Iolanda Andrade Lawyer,4.9,54.0,38.7223,-9.1393,lawyer
Lisboa,ChIJU3vTT3Q0GQ0RrYS_iMDIlas,Abreu Advogados,4.4,186.0,38.7223,-9.1393,lawyer
Lisboa,ChIJR0gmjhmYqQwRXYiPR_RbNb4,Dra. Rosana Marques Advogada,4.8,30.0,38.7223,-9.1393,lawyer
Lisboa,ChIJ1xgJ3_qQpwkRx7H-atiHsXM,Advogada Suelen Cunha - Advogada,5.0,80.0,38.7223,-9.1393,lawyer
Lisboa,ChIJi1iYUfAzGQ0RhgAbs_OmBfc,Reis Pinto Law,5.0,10.0,38.7223,-9.1393,lawyer
Lisboa,ChIJYUWAMPEzGQ0RP4PhFbAdeU0,Escritório de advocacia Dra. Ketley Juliana Tomaz,4.7,60.0,38.7223,-9.1393,lawyer
Lisboa,ChIJVbUR_4bNHg0RHXasxA5mzNo,Priscila Carvalho Advogada,5.0,25.0,38.7223,-9.1393,lawyer
Lisboa,ChIJXYTxJZsxGQ0RGlb4HZxv_Rg,Dra. Helenita Quilião - Advogados em Lisboa,5.0,6.0,38.772299999999994,-9.1393,lawyer
Lisboa,ChIJ95OSk4sxGQ0RTNB1aXzsSPs,"Liliana Pontes, Advogada",4.7,45.0,38.772299999999994,-9.1393,lawyer
Lisboa,ChIJ1bJWMEI3Hw0RVdPHjOptSow,Patrícia Viana Lawyer,4.8,58.0,38.772299999999994,-9.1393,lawyer
Lisboa,ChIJ78iz2aEzGQ0RY-IoVPMhzT4,EDGE - International Lawyers,4.2,104.0,38.772299999999994,-9.1393,lawyer
Lisboa,ChIJJXYyFx0zGQ0RzJeJwndJofQ,Cristiana Sobreiro - Advogada,4.9,63.0,38.772299999999994,-9.1393,lawyer
Lisboa,ChIJI13juZQzGQ0RKlCZ9WxDzt8,Daniela Neves Advogada,5.0,137.0,38.772299999999994,-9.1393,lawyer
Lisboa,ChIJbXIjnBkzGQ0R5s0w8C94kpo,Immigration Lawyers in Portugal | Portugal Immigration Affair - Immigration Legal Services,4.7,22.0,38.772299999999994,-9.1393,lawyer
Lisboa,ChIJ657MnsEzGQ0RNlmGlSUhCv4,"Ramos Correia & Associados - Sociedade de Advogados, SP, RL",4.1,41.0,38.772299999999994,-9.1393,lawyer
Lisboa,ChIJC1TtzW0zGQ0RMooixliPZP8,SRS Legal,4.4,89.0,38.772299999999994,-9.1393,lawyer
Lisboa,ChIJQT1NAnw0GQ0Rqr1s0XMYqV8,CCA Law Firm,4.6,79.0,38.6723,-9.1393,lawyer
Lisboa,ChIJAcRP2Hk3GQ0RySnjB7uIjic,ASA Advogados,4.9,34.0,38.6723,-9.1393,lawyer
Lisboa,ChIJb91WTpE3GQ0Rr26bXMpA0B0,Paulo Edson Cunha - Advogado,4.9,104.0,38.6723,-9.1393,lawyer
Lisboa,ChIJb8xQnJ0zGQ0RtKNJ06ix5V8,"CLAREIRA Legal - Sociedade de Advogados, SP, RL",4.1,123.0,38.6723,-9.1393,lawyer
Lisboa,ChIJ39SVwf41GQ0Rd-AvvGMCviA,BATARDO E LOPES ADVOGADOS,5.0,20.0,38.6723,-9.1393,lawyer
Lisboa,ChIJJUCGGZ81GQ0Rgux3b_kGRfw,Advogados Almada | LBM Advogados,5.0,10.0,38.6723,-9.1393,lawyer
Lisboa,ChIJKWeoshpKGQ0R4GxWIHxxXPc,Cátia Midence,4.8,23.0,38.6723,-9.1393,lawyer
Lisboa,ChIJq6qqqt80GQ0R3PbA_zC2aTg,Carlos Canaes Advogados,3.9,71.0,38.6723,-9.1393,lawyer
Lisboa,ChIJvQ2avNQ1GQ0R0I9TT--bVhw,Daniel Torrado - Advogado,5.0,55.0,38.6723,-9.1393,lawyer
Lisboa,ChIJJ0Midfg1GQ0RcLUfrpa0PgM,HBC Legal - Advogados Almada,5.0,8.0,38.6723,-9.1393,lawyer
Lisboa,ChIJU3-KEJ3LHg0Ry9DaBMWTdvo,Advogado - Dr. Guilherme A. Bonfim,4.4,19.0,38.6723,-9.1393,lawyer
Lisboa,ChIJ2bIx0n40GQ0R7Hz-stgRUkI,José Gaspar Schwalbach (Lisboa),3.9,60.0,38.6723,-9.1393,lawyer
Lisboa,ChIJ31pYCL8zGQ0R1ONWi6xmq4Q,PORTUGAL LAWYERS Advogados,5.0,6.0,38.6723,-9.1393,lawyer
Lisboa,ChIJj6TJtuI1GQ0RUQKLnZAnqmE,RUI SANTANA,3.7,12.0,38.6723,-9.1393,lawyer
Lisboa,ChIJVYlG43A1GQ0RYKPCj9h8KcM,Pedro Alves - Advogado,4.7,13.0,38.6723,-9.1393,lawyer
Lisboa,ChIJN9RWvbRpamERKiVPeGNnkZA,LJS Direito Internacional,5.0,3.0,38.6723,-9.1393,lawyer
Lisboa,ChIJ4fSdqPo0GQ0RibdDpJJ1-9I,Helena de Brito - Advogada,4.6,16.0,38.6723,-9.1393,lawyer
Lisboa,ChIJUZ7pmwoxGQ0RhhIM3f2gnpE,PORTUGAL ADVOGADA - Dra Rosinara Ferreira,4.9,50.0,38.7223,-9.0893,lawyer
Lisboa,ChIJe-PmdjwzGQ0R-67gU-6uytQ,Aline Cardoso Nunes - Advogada,5.0,10.0,38.7223,-9.0893,lawyer
Lisboa,ChIJGRCldnQzGQ0RHWmjOusei7E,RFF Lawyers,4.3,14.0,38.7223,-9.0893,lawyer
Lisboa,ChIJCREZAAYzGQ0RgyWr6PzUJlk,Wondrous Horizon LDA,4.9,86.0,38.7223,-9.0893,lawyer
Lisboa,ChIJY31HYLszGQ0RIIH2T8Vr9Kg,Benedita Bettencourt - ADVOGADOS,5.0,19.0,38.7223,-9.0893,lawyer
Lisboa,ChIJ3yrOD9aqUmIRsXMUXGrkULo,Rafaela Barbosa Advocacia Internacional - Immigration Law,5.0,100.0,38.7223,-9.189300000000001,lawyer
Lisboa,ChIJ5a0rUavRHg0RbQwFCvkTXGc,JM Advocacia e Consultoria,5.0,78.0,38.772299999999994,-9.0893,lawyer
Lisboa,ChIJi8MhyLozGQ0R3i_TEb-Ndtg,Lopes da Silva (Lisboa),4.8,69.0,38.772299999999994,-9.0893,lawyer
Lisboa,ChIJ7aXpnCExGQ0R_FeVz4zu1wo,LCDMI Law Firm | Sociedade de Advogados e Solicitadores - Lisboa,4.9,17.0,38.772299999999994,-9.0893,lawyer
Lisboa,ChIJUaL7ZhE1GQ0RT8jVbDrF6jk,"Jônata Guimarães Advogado, RL",4.9,105.0,38.772299999999994,-9.0893,lawyer
Lisboa,ChIJof6HsN4zGQ0RhzgAoFPbw4Q,Dr. António Pereira de Almeida LSPA Advogado em Lisboa,5.0,2.0,38.772299999999994,-9.0893,lawyer
Lisboa,ChIJS30xm4czGQ0R6MbUJ5ssGX8,CLARO - Advogado Insolvência,5.0,25.0,38.772299999999994,-9.0893,lawyer
Lisboa,ChIJn0fGuw_LHg0RbsU5RZKKe8s,Advocacia Vanessa Almeida,,,38.6723,-9.189300000000001,lawyer
Lisboa,ChIJ25x79PMzGQ0R_rT2KRTrUCQ,SGP - Sandra Gomes Pinto & Associados,4.4,52.0,38.6723,-9.189300000000001,lawyer
Lisboa,ChIJSb81A3pW-ysRrfeBx-jANO4,Freitas e Gadelha Advogadas,5.0,19.0,38.6723,-9.189300000000001,lawyer
Lisboa,ChIJbSYR8-01GQ0RlM0KU3G9j4k,PPB Advogados - J. Ricardo Pinto - Sérgio Pires Brás,4.9,17.0,38.6723,-9.189300000000001,lawyer
Lisboa,ChIJ2b8W5oQ9HiARXutj33KtrH4,Natasha L. Abreu | Portugal Immigration Lawyer & Legal Services,5.0,18.0,38.6723,-9.189300000000001,lawyer
Lisboa,ChIJoyEqCADbHg0ReeSnEKE--NY,Rosemeire Pinto - Advogada,4.5,46.0,38.6723,-9.189300000000001,lawyer
Lisboa,ChIJ0d6rZ2IzGQ0RIw78pfzrf-I,Tatiana Kazan Advocacia Internacional & Imigração,5.0,138.0,38.6723,-9.189300000000001,lawyer
Lisboa,ChIJ89gbJZszGQ0R-FG9jyUjcBY,Nelson Rui Almeida,4.9,13.0,38.6723,-9.189300000000001,lawyer
Lisboa,ChIJ9_ngkYLMHg0R2FrwBPIyQfU,Marco Ribeiro - Advogados,4.6,17.0,38.6723,-9.189300000000001,lawyer
Lisboa,ChIJIQ_NgXYzGQ0R9StC7AEu4Xo,DLA Piper ABBC,4.6,26.0,38.6723,-9.189300000000001,lawyer
Lisboa,ChIJsTM34wnNHg0R8rKVjf65A-E,Paula Penha Gonçalves Advogada,5.0,4.0,38.6723,-9.189300000000001,lawyer
Lisboa,ChIJT95wOXQzGQ0RPfgIu0KQOA8,MTConsulting,4.8,102.0,38.7223,-9.1393,accountant
Lisboa,ChIJKbfPYywzGQ0Re18k_uPyO-I,Contar Mais - Contabilidade Lisboa,4.7,15.0,38.7223,-9.1393,accountant
Lisboa,ChIJiQixssQzGQ0R5UGtlVHbtgc,HTJ.tax in Portugal - US Tax Services,5.0,215.0,38.7223,-9.1393,accountant
Lisboa,ChIJYRh-4sYzGQ0RipXJtX6Vxgs,"Value Advantage - Contabilidade e Gestão, Lda",4.9,51.0,38.7223,-9.1393,accountant
Lisboa,ChIJQf8mTpgzGQ0RVme8j0t36PU,Three Stars Consulting Lda.,4.6,113.0,38.7223,-9.1393,accountant
Lisboa,ChIJj9lvknkzGQ0R6PSfa6QXay4,"Finpartner - Consultoria, Contabilidade e Fiscalidade",4.5,66.0,38.7223,-9.1393,accountant
Lisboa,ChIJcw0MD-U0GQ0RXqdjw9ee9o8,ADA - Agência de Documentação de Almada,4.6,16.0,38.7223,-9.1393,accountant
Lisboa,ChIJ530MDwkzGQ0RBk7ldrvxrxo,"Level Stage - Accounting Services, Lda.",4.9,39.0,38.7223,-9.1393,accountant
Lisboa,ChIJ_fBVUO0zGQ0Rcj5zD1pwIlI,Frontier - Tax Solutions,4.9,57.0,38.7223,-9.1393,accountant
Lisboa,ChIJayka1MQzGQ0RRFtFsVYVKiY,TaxBridges & Co,4.6,33.0,38.7223,-9.1393,accountant
Lisboa,ChIJryvrH_s0GQ0RUDzI-lefnGU,Palhais e Melo - Informática e Contabilidade,5.0,20.0,38.7223,-9.1393,accountant
Lisboa,ChIJK9rCuEczGQ0RhqjbCA2twes,RBN Contabilidade,4.6,7.0,38.7223,-9.1393,accountant
Lisboa,ChIJPTA0ud80GQ0RztbKYAYHbfU,Didacticbox Contabilidade,4.8,22.0,38.7223,-9.1393,accountant
Lisboa,ChIJ8QFgZaozGQ0R2Cml9-Vsa7s,"Deeper Contabilidade - Contabilista, TOC",5.0,2.0,38.7223,-9.1393,accountant
Lisboa,ChIJqzy0b_gzGQ0RA2ZGaAdUpW4,"NOVA SENSOCONTAS, LDA",5.0,5.0,38.7223,-9.1393,accountant
Lisboa,ChIJR3j_aPwzGQ0RkUz-2SIxOyQ,"Best Account - Contabilidade & Gestão, S.A.",5.0,12.0,38.7223,-9.1393,accountant
Lisboa,ChIJk8SpbykyGQ0RHWjYdtkzwtg,CAA Contabilidade Lda,5.0,1.0,38.7223,-9.1393,accountant
Lisboa,ChIJk9XqrCPLHg0RqIO-P_M7NQI,"DENSIDADAZUL, LDA",5.0,1.0,38.7223,-9.1393,accountant
Lisboa,ChIJPwNSlvUzGQ0RuHEWMxq4N5o,"Check Office - Contabilidade, Gestão, Consultadoria e Recursos Humanos, Lda.",4.3,4.0,38.7223,-9.1393,accountant
Lisboa,ChIJ2UA275EzGQ0RqAEtsy_VhP8,ARSH CONTABILIDADE E FISCALIDADE,5.0,52.0,38.772299999999994,-9.1393,accountant
Lisboa,ChIJC-A5qjotGQ0RquTxo0ZcpuI,M.Assifo Contabilidade,4.7,15.0,38.772299999999994,-9.1393,accountant
Lisboa,ChIJnaItkvrNHg0RzY1NBU2eJYA,KINDNESS SIMPLE ACCOUNT,5.0,37.0,38.772299999999994,-9.1393,accountant
Lisboa,ChIJd4yyH1szGQ0Rzd9HH1r83Ss,João Luís de Deus - Contabilidade e Serviços,5.0,10.0,38.772299999999994,-9.1393,accountant
Lisboa,ChIJqxO11YAzGQ0R8b9zdhrXp_o,AccountVision - Contabilidade e Consultoria,5.0,30.0,38.772299999999994,-9.1393,accountant
Lisboa,ChIJm9hBnk4tGQ0RSa_MyGi3f9U,"Microiva - Contabilidade e Informática, Lda.",5.0,2.0,38.772299999999994,-9.1393,accountant
Lisboa,ChIJX9FlaqUzGQ0RYe3useKu8kg,"Carmarzul-Gabinete Tecnico De Contabilidade E Gestão, Lda.",5.0,2.0,38.772299999999994,-9.1393,accountant
Lisboa,ChIJm-jOvlXNHg0RE5OkT-dp_w8,Pão Alvo & Associado,5.0,1.0,38.772299999999994,-9.1393,accountant
Lisboa,ChIJ56LVCa0yGQ0RjnKoizCv_Z8,"Lima, Verde & Correia",4.0,4.0,38.772299999999994,-9.1393,accountant
Lisboa,ChIJcyZCfFMzGQ0RHv86R5m-omo,Oporto Accounting - Business Set Up and Accounting in Portugal (Lisbon),3.7,3.0,38.772299999999994,-9.1393,accountant
Lisboa,ChIJuSAn6H01GQ0Rut3DeNf-9Mo,Ludmila Rebola - Contabilidade e Finanças,5.0,130.0,38.6723,-9.1393,accountant
Lisboa,ChIJYVFxp9czGQ0RVruXSV-8nWE,StatusThrone Unipessoal LDA,5.0,268.0,38.6723,-9.1393,accountant
Lisboa,ChIJWST0Y2E1GQ0Ri4-XYxsTK60,Moneris Corroios,3.5,14.0,38.6723,-9.1393,accountant
Lisboa,ChIJTwxtzJE1GQ0R0NnyCyfHdGo,"Procura Certa, Lda",4.5,29.0,38.6723,-9.1393,accountant
Lisboa,ChIJM5fj53RKGQ0R-CrvL2ac0zU,Nss Contabilidade E Fiscalidade,5.0,1.0,38.6723,-9.1393,accountant
Lisboa,ChIJiUUu10Q1GQ0RmJ5CHb4VZRE,"Antonio Abrantes-Contabilidade E Serviços, Lda.",4.8,13.0,38.6723,-9.1393,accountant
Lisboa,ChIJN46JkB81GQ0R3qYir1mTmP8,JPS Contabilidade,5.0,5.0,38.6723,-9.1393,accountant
Lisboa,ChIJ-Wbzb4JKGQ0RsQs0WWXUQBc,Zana Contabilidade,5.0,2.0,38.6723,-9.1393,accountant
Lisboa,ChIJE0UNNM41GQ0RtGOd3n8f0dg,Census Accounting Services - ALMADA,5.0,1.0,38.6723,-9.1393,accountant
Lisboa,ChIJ6dsuubNLGQ0REgaBNj8ehDQ,VS Contabilidade | Contabilista no Seixal,5.0,4.0,38.6723,-9.1393,accountant
Lisboa,ChIJLVHIADYzGQ0RdI4omv_V0U0,"OnCorporate II - Contabilidade E Assessoria Empresarial, Lda.",4.7,15.0,38.6723,-9.1393,accountant
Lisboa,ChIJ6Z87krk1GQ0R0vDbLtn_Eyo,Jó Manuel Cagica Pinto - Técnico Oficial de Contas,5.0,3.0,38.6723,-9.1393,accountant
Lisboa,ChIJ37f5sOK3eWARQ3LAuab3Sus,MMAC,5.0,5.0,38.6723,-9.1393,accountant
Lisboa,ChIJpWKGe14zGQ0RbNKeKU_l9FI,RB Contabilidade e Consultoria,5.0,1.0,38.7223,-9.0893,accountant
Lisboa,ChIJHaSXhiUzGQ0RnjgATKQsXB8,InsightPoint Group,5.0,4.0,38.7223,-9.0893,accountant
Lisboa,ChIJ5WBfxa8zGQ0RcTYRm17Wiyw,Fiscal360,5.0,27.0,38.7223,-9.0893,accountant
Lisboa,ChIJhzZieqszGQ0Rh6kHOoPEd0M,Lifesky Account,5.0,1.0,38.7223,-9.0893,accountant
Lisboa,ChIJVcW7oqIzGQ0RUkCnNUWOcBg,Protir - Contabilidade de Gestão,4.0,2.0,38.7223,-9.0893,accountant
Lisboa,ChIJA7lkLc8zGQ0RB5XXg2R278U,SJPR,5.0,2.0,38.7223,-9.0893,accountant
Lisboa,ChIJyxeK4ifNHg0RI0r5MVDyknw,Crismarfil,4.2,9.0,38.7223,-9.0893,accountant
Lisboa,ChIJybzxO5szGQ0RlVpUNfPwEgM,Plus Contas - Serviços de Contabilidade,4.2,5.0,38.7223,-9.0893,accountant
Lisboa,ChIJ7Uk50OfNHg0R2Md5kRcsex8,Elevate Accounting - English Speaking Business Accountant,5.0,7.0,38.7223,-9.189300000000001,accountant
